2.96296|52
3.33333|54
3.7037|55
4.07407|59
4.44444|47
4.81481|48
5.18518|50
5.55555|54
5.92592|52
6.481475|52
6.851845|50
7.4074|52
7.962955|52
8.333325|50
8.88888|52
9.25925|54
9.62962|55
9.99999|59
10.37036|47
10.74073|48
11.1111|50
11.48147|54
11.85184|52
12.4074|52
12.77777|50
13.33332|52
13.88888|52
14.25924|50
14.8148|48
15.18517|50
15.55554|52
15.92591|55
16.29628|47
16.66665|48
17.03702|50
17.40739|55
17.77776|50
18.14813|52
18.5185|54
18.88887|57
19.25924|57
19.62961|55
19.99998|54
20.37035|50
20.74072|48
21.11109|50
21.48146|52
21.85183|55
22.2222|47
22.59257|48
22.96294|50
23.33331|55
23.70368|50
24.07405|52
24.44442|54
24.81479|57
25.18516|57
25.55553|55
25.9259|54
26.29627|50
26.66664|52
27.03701|54
27.40738|55
27.77775|59
28.14812|47
28.51849|48
28.88886|50
29.25923|54
29.6296|52
30.18516|52
30.55552|50
31.11108|52
31.66664|52
32.03701|50
32.59256|52
32.96293|54
33.3333|55
33.70367|59
34.07404|47
34.44441|48
34.81478|50
35.18515|54
35.55552|52
36.11108|52
36.48145|50
37.037|52
37.59256|52
37.96292|50
38.51848|48
38.88885|50
39.25922|52
39.62959|55
39.99996|47
40.37033|48
40.7407|50
41.11107|55
41.48144|50
41.85181|52
42.22218|54
42.59255|57
42.96292|57
43.33329|55
43.70366|54
44.07403|50
44.4444|48
44.81477|50
45.18514|52
45.55551|55
45.92588|47
46.29625|48
46.66662|50
47.03699|55
47.40736|50
47.77773|52
48.1481|54
48.51847|57
48.88884|57
49.25921|55
49.62958|54
49.99995|50
50.74069|57
51.11106|60
51.48143|67
52.22217|55
52.59254|59
52.96291|67
53.70365|50
54.07402|54
54.44439|57
54.99995|48
55.37032|48
55.74068|48
56.11105|48
56.66661|57
57.03698|60
57.40735|67
58.14809|55
58.51846|59
58.88883|67
59.2592|50
59.44439|50
59.62957|50
59.81475|50
59.99994|50
60.18512|50
60.37031|50
60.5555|50
60.74068|50
60.92587|50
61.11105|50
61.29623|50
61.48142|50
61.66661|50
61.85179|50
62.03698|50
62.59253|57
62.9629|60
63.33327|67
64.07401|55
64.44438|59
64.81475|67
65.55549|50
65.92586|54
66.29623|57
66.85178|48
67.22215|48
67.59252|48
67.9629|48
68.51845|57
68.88882|60
69.25919|67
69.99993|55
70.3703|59
70.74067|67
71.11104|50
71.29623|50
71.48141|50
71.6666|50
71.85178|50
72.03696|50
72.22215|50
72.40733|50
72.59252|50
72.7777|50
72.96289|50
73.14807|50
73.33326|50
73.51845|50
73.70363|50
73.88882|50
74.074|48
74.44437|50
74.81474|52
75.18511|55
75.55548|47
75.92585|48
76.29622|50
76.66659|55
77.03696|50
77.40733|52
77.7777|54
78.14807|57
78.51844|57
78.88881|55
79.25918|54
79.62955|50
79.99992|48
80.37029|50
80.74066|52
81.11103|55
81.4814|47
81.85177|48
82.22214|50
82.59251|55
82.96288|50
83.33325|52
83.70362|54
84.07399|57
84.44436|57
84.81473|55
85.1851|54
85.55547|50
85.92584|48
86.29621|50
86.66658|52
87.03695|55
87.40732|47
87.77769|48
88.14806|50
88.51843|55
88.8888|50
89.25917|52
89.62954|54
89.99991|57
90.37028|57
90.74065|55
91.11102|54
91.48139|50
91.85176|48
92.22213|50
92.5925|52
92.96287|55
93.33324|47
93.70361|48
94.07398|50
94.44435|55
94.81472|50
95.18509|52
95.55546|54
95.92583|57
96.2962|57
96.66657|55
97.03694|54
97.40731|50
97.77768|60
98.63353|60
98.9489|59
99.27|57
99.59708|55
100.6164|55
101.0147|54
101.5068|52
101.9784|50
102.2253|50
102.4048|50
102.5543|50
102.7028|50
102.8513|50
102.9998|50
103.1484|50
103.2969|50
103.4454|50
103.5939|50
103.7424|50
103.8909|50
104.0394|50
104.188|50
104.3365|50
104.485|50
