2.909088|60
3.454542|60
3.818178|62
4.363632|63
4.909086|63
5.272722|62
5.818176|56
7.27272|63
7.818174|58
8.727264|58
9.272718|58
9.636354|62
10.18181|63
10.72726|63
11.0909|55
11.63635|56
13.0909|63
13.63635|58
14.54544|60
15.09089|60
15.45453|62
15.99998|63
16.54544|63
16.90907|62
17.45453|56
18.90907|63
19.45453|58
20.36362|58
20.90907|58
21.27271|62
21.81816|63
22.36361|63
22.72725|55
23.2727|56
24.72725|63
25.2727|62
26.18179|58
26.54543|62
26.90906|55
27.45452|60
27.99997|63
28.36361|55
29.09088|56
29.45452|63
29.81815|56
30.54542|56
30.72724|55
31.09088|53
31.45451|56
31.99997|58
32.36361|62
32.72724|55
33.27269|60
33.81815|63
34.18179|55
34.90906|56
35.27269|58
35.63633|56
36.3636|56
36.54542|55
36.90905|53
37.27269|56
37.81815|58
38.18178|62
38.54542|55
39.09087|60
39.63633|63
39.99996|55
40.72723|56
41.09087|55
41.4545|56
42.18177|56
42.36359|55
42.72723|53
43.09087|50
43.63632|58
46.54541|56
47.99995|50
49.45449|60
49.99995|60
50.36359|62
50.90904|63
51.45449|63
51.81813|62
52.36358|56
53.81813|63
54.36358|58
55.27267|58
55.81813|58
56.18176|62
56.72721|63
57.27267|63
57.63631|55
58.18176|56
59.6363|63
60.18176|58
61.09085|60
61.6363|60
61.99994|62
62.54539|63
63.09085|63
63.45448|62
63.99994|56
65.45448|63
65.99993|58
66.90903|58
67.45448|58
67.81812|62
68.36357|63
68.90902|63
69.27266|55
69.81812|56
71.27266|63
71.81811|62
72.7272|58
73.09084|62
73.45448|55
73.99992|60
74.54538|63
74.90902|55
75.63629|56
75.99992|63
76.36356|56
77.09084|56
77.27265|55
77.63628|53
77.99992|56
78.54538|58
78.90901|62
79.27265|55
79.8181|60
80.36356|63
80.7272|55
81.45447|56
81.8181|58
82.18174|56
82.909|56
83.09083|55
83.45446|53
83.8181|56
84.36355|58
84.72719|62
85.09082|55
85.63628|60
86.18173|63
86.54536|55
87.27264|56
87.63628|55
87.99991|56
88.72718|56
88.909|55
89.27264|53
89.63628|50
90.18172|58
93.09081|56
94.54536|50
95.9999|44
96.54536|56
96.909|44
97.45444|46
97.9999|58
98.36354|46
98.90899|51
99.45444|63
99.81808|51
100.3635|55
100.909|67
101.2726|55
101.8181|44
102.3635|56
102.7272|44
103.2726|46
103.8181|58
104.1817|46
104.7272|48
105.2726|60
105.6363|48
106.1817|55
106.7272|67
107.0908|55
107.6363|44
107.8181|44
107.9999|44
108.1817|44
108.3635|44
108.5453|44
108.7272|44
108.909|44
109.0908|46
109.2726|46
109.4544|46
109.6363|46
109.8181|46
109.9999|46
110.1817|46
110.3635|46
110.5453|51
110.7272|51
110.909|51
111.0908|51
111.2726|51
111.4544|51
111.6363|51
111.8181|51
111.9999|43
112.1817|43
112.3635|43
112.5453|43
112.7272|43
112.909|43
113.0908|43
113.2726|43
113.4544|44
113.6363|44
113.8181|44
113.9999|44
114.1817|44
114.3635|44
114.5453|44
114.7272|44
114.909|41
115.0908|41
115.2726|41
115.4544|41
115.6362|41
115.8181|41
115.9999|41
116.1817|41
116.3635|46
116.5453|46
116.7272|46
116.909|46
117.0908|46
117.2726|46
117.4544|46
117.6362|46
117.8181|56
117.9999|55
118.3635|50
118.5453|56
118.7272|55
119.0908|50
119.2726|58
119.6362|62
119.9999|55
120.5453|60
121.0908|63
121.4544|55
122.1817|56
122.5453|63
122.909|56
123.6362|56
123.8181|55
124.1817|53
124.5453|56
125.0908|58
125.4544|62
125.8181|55
126.3635|60
126.909|63
127.2726|55
127.9999|56
128.3635|58
128.7271|56
129.4544|56
129.6362|55
129.9999|53
130.3635|56
130.909|58
131.2726|62
131.6362|55
132.1817|60
132.7271|63
133.0908|55
133.8181|56
134.1817|55
134.5453|56
135.2726|56
135.4544|55
135.818|53
136.1817|50
136.7271|58
139.6362|56
141.0908|50
